# /nfs/research/super/conery/projects/pmms/apps/coho/data/popw.s.dat
# N 599
0.100      0      0
0.101      0      0
0.102      0      0
0.103      0      0
0.104      0      0
0.105      0      0
0.106      0      0
0.107      0      0
0.108      0      0
0.109      0      0
0.110      0      0
0.111      0      0
0.112      0      0
0.113      0      0
0.114      0      0
0.115      0      0
0.116      0      0
0.117      0      0
0.118      0      0
0.119      0      0
0.120      0      0
0.121      0      0
0.122      0      0
0.123      0      0
0.124      0      0
0.125      0      0
0.126      0      0
0.127      0      0
0.128      0      0
0.129      0      0
0.130      0      0
0.131      0      0
0.132      0      0
0.133      0      0
0.134      0      0
0.135      0      0
0.136      0      0
0.137      0      0
0.138      0      0
0.139      0      0
0.140      0      0
0.141      0      0
0.142      0      0
0.143      0      0
0.144      0      0
0.145      0      0
0.146      0      0
0.147      0      0
0.148      0      0
0.149      0      0
0.150      0      0
0.151      0      0
0.152      0      0
0.153      0      0
0.154      0      0
0.155      0      0
0.156      0      0
0.157      0      0
0.158      0      0
0.159      0      0
0.160      0      0
0.161      0      0
0.162      0      0
0.163      0      0
0.164      0      0
0.165      0      0
0.166      0      0
0.167      0      0
0.168      0      0
0.169      0      0
0.170      0      0
0.171      0      0
0.172      0      0
0.173      0      0
0.174      0      0
0.175      0      0
0.176      0      0
0.177      0      0
0.178      1      0
0.179      0      1
0.180      0      1
0.181      0      1
0.182      0      1
0.183      0      1
0.184      0      1
0.185      0      1
0.186      0      1
0.187      0      1
0.188      0      1
0.189      0      1
0.190      0      1
0.191      0      1
0.192      0      1
0.193      0      1
0.194      1      1
0.195      0      2
0.196      2      2
0.197      1      4
0.198      1      5
0.199      0      6
0.200      2      6
0.201      2      8
0.202      3     10
0.203      1     13
0.204      2     14
0.205      1     16
0.206      2     17
0.207      3     19
0.208      1     22
0.209      5     23
0.210      3     28
0.211      2     31
0.212      2     33
0.213      6     35
0.214      4     41
0.215      6     45
0.216      6     51
0.217     12     57
0.218      8     69
0.219     11     77
0.220      9     88
0.221      8     97
0.222     12    105
0.223     11    117
0.224     14    128
0.225     15    142
0.226     22    157
0.227     22    179
0.228     26    201
0.229     34    227
0.230     28    261
0.231     28    289
0.232     33    317
0.233     30    350
0.234     35    380
0.235     38    415
0.236     41    453
0.237     57    494
0.238     43    551
0.239     64    594
0.240     62    658
0.241     69    720
0.242     70    789
0.243     89    859
0.244     96    948
0.245    111   1044
0.246     78   1155
0.247    101   1233
0.248    119   1334
0.249    118   1453
0.250    130   1571
0.251    148   1701
0.252    136   1849
0.253    151   1985
0.254    166   2136
0.255    185   2302
0.256    206   2487
0.257    199   2693
0.258    233   2892
0.259    241   3125
0.260    265   3366
0.261    298   3631
0.262    311   3929
0.263    315   4240
0.264    321   4555
0.265    371   4876
0.266    397   5247
0.267    410   5644
0.268    399   6054
0.269    450   6453
0.270    449   6903
0.271    512   7352
0.272    510   7864
0.273    559   8374
0.274    571   8933
0.275    654   9504
0.276    695  10158
0.277    731  10853
0.278    768  11584
0.279    760  12352
0.280    820  13112
0.281    840  13932
0.282    899  14772
0.283    919  15671
0.284    953  16590
0.285   1006  17543
0.286   1021  18549
0.287   1063  19570
0.288   1106  20633
0.289   1217  21739
0.290   1254  22956
0.291   1288  24210
0.292   1306  25498
0.293   1401  26804
0.294   1369  28205
0.295   1487  29574
0.296   1512  31061
0.297   1595  32573
0.298   1656  34168
0.299   1773  35824
0.300   1799  37597
0.301   1759  39396
0.302   1856  41155
0.303   1876  43011
0.304   2105  44887
0.305   2104  46992
0.306   2035  49096
0.307   2130  51131
0.308   2208  53261
0.309   2303  55469
0.310   2470  57772
0.311   2432  60242
0.312   2453  62674
0.313   2542  65127
0.314   2681  67669
0.315   2716  70350
0.316   2826  73066
0.317   2755  75892
0.318   2860  78647
0.319   2865  81507
0.320   3047  84372
0.321   3070  87419
0.322   3093  90489
0.323   3214  93582
0.324   3279  96796
0.325   3282 100075
0.326   3420 103357
0.327   3462 106777
0.328   3399 110239
0.329   3541 113638
0.330   3598 117179
0.331   3645 120777
0.332   3712 124422
0.333   3707 128134
0.334   3799 131841
0.335   3837 135640
0.336   3943 139477
0.337   4012 143420
0.338   4129 147432
0.339   4151 151561
0.340   4064 155712
0.341   4137 159776
0.342   4277 163913
0.343   4213 168190
0.344   4235 172403
0.345   4339 176638
0.346   4252 180977
0.347   4387 185229
0.348   4440 189616
0.349   4361 194056
0.350   4481 198417
0.351   4456 202898
0.352   4440 207354
0.353   4508 211794
0.354   4591 216302
0.355   4551 220893
0.356   4479 225444
0.357   4772 229923
0.358   4516 234695
0.359   4603 239211
0.360   4586 243814
0.361   4565 248400
0.362   4607 252965
0.363   4609 257572
0.364   4500 262181
0.365   4574 266681
0.366   4402 271255
0.367   4608 275657
0.368   4605 280265
0.369   4598 284870
0.370   4383 289468
0.371   4414 293851
0.372   4515 298265
0.373   4453 302780
0.374   4358 307233
0.375   4383 311591
0.376   4489 315974
0.377   4225 320463
0.378   4315 324688
0.379   4295 329003
0.380   4191 333298
0.381   4231 337489
0.382   4118 341720
0.383   4104 345838
0.384   4212 349942
0.385   4078 354154
0.386   4095 358232
0.387   4069 362327
0.388   4034 366396
0.389   3917 370430
0.390   3859 374347
0.391   3856 378206
0.392   3802 382062
0.393   3806 385864
0.394   3731 389670
0.395   3625 393401
0.396   3623 397026
0.397   3554 400649
0.398   3416 404203
0.399   3373 407619
0.400   3398 410992
0.401   3255 414390
0.402   3306 417645
0.403   3218 420951
0.404   3193 424169
0.405   3093 427362
0.406   3044 430455
0.407   2994 433499
0.408   2993 436493
0.409   2944 439486
0.410   3016 442430
0.411   2820 445446
0.412   2795 448266
0.413   2662 451061
0.414   2643 453723
0.415   2577 456366
0.416   2572 458943
0.417   2463 461515
0.418   2525 463978
0.419   2332 466503
0.420   2354 468835
0.421   2267 471189
0.422   2200 473456
0.423   2209 475656
0.424   2132 477865
0.425   2089 479997
0.426   2033 482086
0.427   2001 484119
0.428   1903 486120
0.429   1875 488023
0.430   1821 489898
0.431   1768 491719
0.432   1703 493487
0.433   1693 495190
0.434   1636 496883
0.435   1579 498519
0.436   1542 500098
0.437   1422 501640
0.438   1427 503062
0.439   1403 504489
0.440   1375 505892
0.441   1331 507267
0.442   1320 508598
0.443   1272 509918
0.444   1201 511190
0.445   1108 512391
0.446   1122 513499
0.447   1071 514621
0.448   1079 515692
0.449   1025 516771
0.450    984 517796
0.451    949 518780
0.452    933 519729
0.453    955 520662
0.454    869 521617
0.455    874 522486
0.456    803 523360
0.457    764 524163
0.458    790 524927
0.459    754 525717
0.460    752 526471
0.461    694 527223
0.462    668 527917
0.463    679 528585
0.464    626 529264
0.465    630 529890
0.466    606 530520
0.467    585 531126
0.468    551 531711
0.469    504 532262
0.470    509 532766
0.471    529 533275
0.472    486 533804
0.473    450 534290
0.474    454 534740
0.475    428 535194
0.476    439 535622
0.477    342 536061
0.478    345 536403
0.479    368 536748
0.480    322 537116
0.481    359 537438
0.482    299 537797
0.483    309 538096
0.484    284 538405
0.485    282 538689
0.486    267 538971
0.487    250 539238
0.488    253 539488
0.489    205 539741
0.490    240 539946
0.491    185 540186
0.492    200 540371
0.493    193 540571
0.494    207 540764
0.495    182 540971
0.496    175 541153
0.497    158 541328
0.498    140 541486
0.499    157 541626
0.500    143 541783
0.501    123 541926
0.502    130 542049
0.503    110 542179
0.504    110 542289
0.505    135 542399
0.506    120 542534
0.507    101 542654
0.508    109 542755
0.509     74 542864
0.510     97 542938
0.511     88 543035
0.512     87 543123
0.513     76 543210
0.514     65 543286
0.515     81 543351
0.516     66 543432
0.517     77 543498
0.518     66 543575
0.519     62 543641
0.520     55 543703
0.521     52 543758
0.522     41 543810
0.523     47 543851
0.524     39 543898
0.525     37 543937
0.526     46 543974
0.527     31 544020
0.528     40 544051
0.529     33 544091
0.530     27 544124
0.531     34 544151
0.532     23 544185
0.533     22 544208
0.534     23 544230
0.535     25 544253
0.536     22 544278
0.537     23 544300
0.538     21 544323
0.539     29 544344
0.540     12 544373
0.541     14 544385
0.542     18 544399
0.543     18 544417
0.544     21 544435
0.545     14 544456
0.546     22 544470
0.547     15 544492
0.548     18 544507
0.549      6 544525
0.550     11 544531
0.551     15 544542
0.552     11 544557
0.553      4 544568
0.554     10 544572
0.555      7 544582
0.556     12 544589
0.557      9 544601
0.558      6 544610
0.559      7 544616
0.560      9 544623
0.561      3 544632
0.562      3 544635
0.563      5 544638
0.564      4 544643
0.565      4 544647
0.566     12 544651
0.567      1 544663
0.568      1 544664
0.569      4 544665
0.570      5 544669
0.571      2 544674
0.572      2 544676
0.573      3 544678
0.574      1 544681
0.575      2 544682
0.576      3 544684
0.577      4 544687
0.578      0 544691
0.579      1 544691
0.580      3 544692
0.581      2 544695
0.582      3 544697
0.583      2 544700
0.584      1 544702
0.585      0 544703
0.586      0 544703
0.587      2 544703
0.588      0 544705
0.589      1 544705
0.590      0 544706
0.591      2 544706
0.592      0 544708
0.593      1 544708
0.594      0 544709
0.595      0 544709
0.596      1 544709
0.597      0 544710
0.598      1 544710
0.599      0 544711
0.600      0 544711
0.601      2 544711
0.602      0 544713
0.603      0 544713
0.604      0 544713
0.605      2 544713
0.606      0 544715
0.607      0 544715
0.608      0 544715
0.609      0 544715
0.610      0 544715
0.611      2 544715
0.612      0 544717
0.613      0 544717
0.614      1 544717
0.615      0 544718
0.616      0 544718
0.617      0 544718
0.618      0 544718
0.619      0 544718
0.620      0 544718
0.621      0 544718
0.622      0 544718
0.623      1 544718
0.624      0 544719
0.625      0 544719
0.626      0 544719
0.627      0 544719
0.628      0 544719
0.629      0 544719
0.630      0 544719
0.631      0 544719
0.632      0 544719
0.633      0 544719
0.634      0 544719
0.635      0 544719
0.636      0 544719
0.637      0 544719
0.638      0 544719
0.639      0 544719
0.640      0 544719
0.641      0 544719
0.642      0 544719
0.643      0 544719
0.644      0 544719
0.645      0 544719
0.646      1 544719
0.647      0 544720
0.648      0 544720
0.649      0 544720
0.650      0 544720
0.651      0 544720
0.652      0 544720
0.653      0 544720
0.654      0 544720
0.655      0 544720
0.656      0 544720
0.657      1 544720
0.658      0 544721
0.659      0 544721
0.660      0 544721
0.661      0 544721
0.662      0 544721
0.663      0 544721
0.664      0 544721
0.665      0 544721
0.666      0 544721
0.667      0 544721
0.668      0 544721
0.669      0 544721
0.670      0 544721
0.671      0 544721
0.672      0 544721
0.673      0 544721
0.674      0 544721
0.675      0 544721
0.676      0 544721
0.677      0 544721
0.678      0 544721
0.679      0 544721
0.680      0 544721
0.681      0 544721
0.682      0 544721
0.683      0 544721
0.684      0 544721
0.685      0 544721
0.686      0 544721
0.687      0 544721
0.688      0 544721
0.689      0 544721
0.690      0 544721
0.691      0 544721
0.692      0 544721
0.693      0 544721
0.694      0 544721
0.695      0 544721
0.696      0 544721
0.697      0 544721
0.698      0 544721
